#HELPS

-1 OLC EDIT~
  as well as any thief.
&WStat Modifications&w:
&CDex: &w+2, &CWis: &w-2
&z_____________________________________________________________________________
~
-1 DROW DRW~
&z_____________________________________________________________________________
&wThe drow are a weaker race, but make up for their loss with their speed.
The drow are good for thieves.
&W
&WSize&w: MEDIUM
&WRacial Abilities&w:
&z*&w Infravision.
&z*&R Drow Fire&w: Improved Faerie Fire & Incinerate skill attack.
&z*&R Globe of Darkness&w: Creatures of the dark, members of the drow race are able
  to cloak their surrounding area in completely darkness, cancelling the
  effects of any nearby lanterns of spells of magical sight.
&WStat Modifications&w:
&CDex: &w+1, &CStr: &w-1
&z_____________________________________________________________________________
~
-1 ELDER ELD~
&z_____________________________________________________________________________
&wNearly as ancient as the immortals themselves, these beings, commonly 
referred to as elders, hold a place of high respect among the realms of the
storm.  They often spend their entire life wandering throughout the lands, 
spreading their near infinate wisdom to those they meet and are constantly 
seeking new knowledge.
&W
&WSize&w: MAN-SIZE
&WRacial Abilities&w:
&z*&w Elders do not use movement.  (They are never too tired to move)
&z*&w They naturally 'levitate' in the air at all times.
&z*&w Due to their floating nature, they cannot be tripped in combat.
&z*&w Spells cost 75% of the normal spell cost.
&z*&w Elders regenerate mana twice as fast as normal.
&WStat Modifications&w:
&CWis: &w+3, &CStr: &w-3
&z_____________________________________________________________________________
~
-1 OGRE OGR~
&z_____________________________________________________________________________
&wThese lumbering brutes, although not smart, have great strength, and
usually end up becoming the warriors of the Storm.
&W
&WSize&w: LARGE
&WRacial Abilities&w:
&z*&w Ogres naturally have a shield to reduce damage by 1/20th.
&z*&w Natural form of enhanced damage.  (+1 damage per 10 damage done)
&WStat Modifications&w:
Str: +3, Int: -3
&z_____________________________________________________________________________
~
-1 LIZARDMAN LIZ~
&z_____________________________________________________________________________
&wA race with lots of hitpoints, Lizardmen make good fighters.  Their
offset to the hitpoints is their lack of speed.
&W
&WSize&w: MAN-SIZE
&WRacial Abilities&w:
&z*&w Lizardmen don't use movement points.  (They never tire of walking)
&z*&R Spit&w: Utilizing the acidic fluids beneath their tongues, lizardmen are
  able to excrete a harmful venom often causing temporary blindness or
  inability to form the words necessary for casting.
&WStat Modifications&w:
&CCon: &w+2, &CDex: &w-2
&z_____________________________________________________________________________
~
-1 DEMON DEM~
&z_____________________________________________________________________________
&wBy far the race with the most hitpoints, demons are some of the best
warriors in the game.  Their major downfall is their lack of wisdom.
&W
&WSize&w: LARGE
&WRacial Abilities&w:
&z*&w Detect Invisibility.
&z*&w Detect Hidden.
&z*&w Infravision.
&WStat Modifications&w:
Con: +4, Wis: -4
&z_____________________________________________________________________________
~
101 MPSTAT~
Syntax: mpstat <mobname>
 
This command gives some general stats on <mobname> and then lists all of the
mobprograms which are currently assigned to it.
~
105 MPASOUND~
Syntax: mpasound $? message
 
This command echos a message to all the characters in the rooms surrounding
the room in which $? is in. (One room in each direction from $?'s room.)
~
105 MPJUNK~
Syntax: mpjunk <objname>
Syntax: mpjunk <#.objname>
Syntax: mpjunk <all.objname>
Syntax: mpjunk all
 
This command purges objects from a mob's inventory/equipped.  The syntaxes
are self explanitory.  (Note: the command does not tell anyone in the room
that the mob has junked an item, perhaps use mpecho if you need a message.)
~
105 MPECHO~
Syntax: mpecho message
 
This command echos a message to all the characters in the room in which
the mob with the mobprog is in.
~
105 MPECHOAT~
Syntax: mpechoat $? message
 
This command sends a message only to $?.
~
105 MPECHOAROUND~
Syntax: mpechoaround $? message
 
This command sends a message to all the characters in the room of the mob
with the mobprog except for $?.
~
105 MPKILL~
Syntax: mpkill <$?/moborplayername>
 
This is a mobs version of kill which bypasses checks on clan, pc, etc so
that the mob doesn't have to 'MURDER' $?/moborplayername.
~
105 MPMLOAD~
Syntax: mpmload vnum
 
This command works exactly the same as the imm command mload.
~
105 MPOLOAD~
Syntax: mpoload vnum
 
This command works in exactly the same fashion as the imm command oload.
~
105 MPPURGE~
Syntax: mppurge <mobname/objname>
 
This command works the same as the imm command purge, it purges an object/
mob from the room.  This command must be used instead of purge if the mob
needs to purge something.
~
105 MPGOTO~
Syntax: mpgoto vnum
 
This command works exactly the same as the imm command goto.
~
105 MPAT~
Syntax: mpat vnum commandstring
 
This command works exactly the same as the imm command 'AT'.
~
105 MPTRANSFER~
Syntax: mptransfer <mob/playername> [vnum]
Syntax: mptransfer all <vnum>
 
This command works exactly the same as the imm command transfer, except
that 'mptransfer all' will only affect the characters in the room with
the mob which has the mobprog.
~
105 MPFORCE~
Syntax: mpforce <$?> <commandstring>
 
This command works exactly the same as the imm command force.
~
105 MPTELEPORT~
Syntax: mpteleport
 
This will cause the mob to teleport to another room within the same area.
~
105 MPCOMMANDS~
Syntax: mpcommands
 
This command will list all the mpcommands which can be used in
mobprogs.
~
105 QECHO~
Syntax: qecho message
 
This command echos a message to everyone which has a quest flag.
~
1 DRAIN LIFE~
Skill, initiated during combat.
syntax: drain, drain <target>
  
Drain Life allows the Vampire to do significant damage to a victim while
adding to his/her own life force.
~
1 FEED~
Skill, initiated in combat.
syntax: feed
  
Feed allows the Vampire to do moderate damage to a victim while restoring
his/her own bloodpoints.
~
101 EXTRA~
Extra         flag #       Extra            flag #
==================================================
glow               1       hum                   2
dark               4       lock                  8
evil              16       invis                32 
magic             64       nodrop              128  
bless            256       anti-good           512  
anti-evil       1024       anti-neutral       2048   
anti-mage      32768       anti-paladin    4194304   
anti-cleric    65536       anti-thief       131072  
anti-warrior  262144       anti-psi         524288  
anti-druid   1048576       anti-ranger     2097152   
anti-bard    8388608       anti-vamp      16777216   
noremove        4096       inventory          8192
poisoned       16384       nolocate              ?
nodamage   536970912       flame          33554432     
chaos       67108864       patched               ? 
~
1 WORTH~
syntax: worth
Displays the current level, all stats, and amount of gold carried.
~
0 CAST CASTING SPELL~
For all spell casting classes, once you reach a certain level, you recieve 
spells which you may practice, and then cast.  There are spells devoted to
protection, attack, healing, and one or two other miscellaneous subject
areas.  To be able to cast a spell, it must be practiced to at least 1% or
higher, otherwise you will eternally lose concentration.  Spell casting costs
vampires blood points, and with all other spell casting classes it costs mana.
How much mana or how many blood points it takes, is mainly dependant on what
kind of spell it is and how many levels you have been able to practice it.  As
you gain levels, spells that you had on previous levels will drop in mana/bp
cost.  To see how much mana/bp your currently practiced spells will
cost to cast, you may type SPELLS.  Typing PRACTICE will list all currently
practiced spells and skills.  Also, to see all the spells and skills that
your class will recieve, type SLIST.
 
Syntax:  cast 'spellname'
Syntax:  cast 'spellname' target
~
0 ALIAS~
Syntax: alias [old] [new]
 
Typing alias by itself will give you a list of current command alias'
If you include the [old] string, but not the [new] string, the alias that
was on the [old] string will be removed.
If you use the full syntax, the alias [old] will be assigned/reassigned the
replacement string [new].
A command alias can be used in any place where a command is valid.
I.E, any time you see your normal prompt.  By typing a command alias, the
game driver will replace what you typed with the string found in [new].
 
[old] is a one-word string of any length (ie, no spaces or punctuation)..
[new] is any string, including spaces and punctuation.
 
Example:
<prompt> alias clb cast 'lightning breath'
Alias 'clb' added.
<prompt> clb
Cast spell on whom?
<prompt> clb dragon
Your blast of lightning MUTILATES the dragon.
 
And continue on playing as normal.
~
0 TRUE TRUESIGHT~
syntax:  cast truesight
 
This spell is an enhanced version of the detect invis spell.  It allows
the caster to see just about anything that's hidden, invis or otherwise
obscured from vision.
~
0 'ANIMATE DEAD'~
Syntax: cast 'animate dead' corpse
 
When successful, this spell causes a corpse on the ground to rise and become
animated, following the caster as if it were charmed by a 'Charm person' spell.
 
NOTE: See 'CHARM PERSON' for more details on charmed monsters and how to
control them.
~
0 'ASTRAL WALK'~
Syntax: cast 'astral walk' <target>
 
This spell allows instant travel between your location and another
character or mob in the world.
 
NOTE: This spell doesn't always work because certain areas and rooms
cannot be reached by this spell.
~
0 PORTAL~
Syntax: cast 'portal' <target>
 
This spell temporarily creates a shimmering two-way portal between the
caster and another mob/player in the game.  Other players are able to see
and enter the portal from both points until the portal eventually fades
away.
 
NOTE: This spell doesn't always work because certain areas and rooms cannot
be reached by spells of this nature.
~
1 DUAL~
Syntax: dual <weapon>
 
This skill allows you to use two weapons at one time effectively doubling your
attacks per round.  You may not be holding anything or wearing a shield to dual
wield.
~
0 SUMMON DEMON~
This spell summons a demon from the deepest darkest pits of the abyss.
Fortunately for the player, the demon is charmed.  The demon will last
longer as the players level increases.
See charm person for help in controlling your new pet.
                                          
Syntax: cast 'summon demon   (not to be confused with cast summon demon
which may summon a demon of the unfriendly persuation)
~
0 MENTAL DRAIN~
Syntax: cast 'mental drain <opponent>
This spell drains hit points and mana from the recipient.
~
0 'ENHANCED HIT'~
This skill increases your chances of hitting an opponent when attacking.
Use of this skill is automatic once you have practiced it.
~
0 VIBRATE~
Syntax: cast vibrate
Syntax: cast vibrate <target>
 
This spell creates a complex set of vibrations around the affected
character's body, creating a protective psionic shield around them. This
shield consequently retalliates all melee attacks against the affected
character with a blast of powerful psionic energy.
 
Use of this spell also decreases damage done to the recipient by 1/4.
 
NOTE: This spell is defensive in nature, and cannot be casted in combat,
and the duration of this spell is proportional to the caster's level.
~
0 SHOCKSHIELD~
Syntax: cast shockshield
 
This spell causes sparks of electricity to flow into the caster's body,
creating a protective shield around them.  This shield consequently
retalliates all melee attacks against the affected character with deadly
bolts of lightning.
 
Use of this spell also decreases damage done to the recipient by 1/4.
 
NOTE: This spell is defensive in nature, and cannot be casted in combat,
and the duration of this spell is proportional to the caster's level.
~
0 ICESTORM~
Syntax: cast icestorm <victim>
 
This spell causes a frigid, tornado-like spiral of wind to consume and
forcibly chill it's victim, as large chunks of ice are hurled around at
blinding speed ...slashing and crushing it's target in an icy fury.
~
0 'AURA OF PEACE'~
&BSyntax: &Wcast 'aura of peace'
 
This spell calls upon the character's deity to bless them with a &Ppeaceful&W
aura that protects them from harmful aggressors.  This spell completely 
surrounds the caster in their deities aura, which &Pstops&W people from attacking
them. It is said that the duration of the spell, depends upon how favoured you
are by your god.
~
0 'DISPEL EVIL'~
Syntax: cast 'dispel evil' <victim>
 
This spell invokes the wrath of the character's deity upon an evil victim,
causing massive damage.
 
NOTE: The character's alignment must not be EVIL in order to cast this spell.
~
0 ARMOR~
Syntax: cast bless <character>
 
This spell improves the to-hit roll and saving throw versus spell of the
target character by a base value of +1 each.
 
NOTE: This spell's duration and effects are proportional to the level of
the caster.
~
0 BLESS~
Syntax: cast bless <character>
 
This spell improves the to-hit roll and saving throw versus spell of the
target character by a base value of +1 each.
 
NOTE: This spell's duration and effects are proportional to the level of
the caster.
~
0 EARTHQUAKE~
Syntax: cast earthquake
 
This spell causes the ground-shattering earthquake that damages every
mob in the room, and causes a tremendous noise that can be heard by anyone
in the immediate area.
 
NOTE: Any mobs in the room that haven't attacked you yet WILL attack you 
upon casting this spell.
~
0 'ENCHANT WEAPON'~
Syntax: cast 'enchant weapon' <weapon>
 
This spell magically enchants a weapon, increasing its to-hit and to-dam
bonuses.  The weapon must be un-magical to start with.  This spell also
causes the weapon to be aligned with the alignment of the caster.
~
0 FIRESHIELD~
Syntax : cast fireshield
Syntax : cast fireshield <target>
 
This spell engulfs the recipient in magical flames, effectively creating
a protective shield around them.  This shield consequently retalliates all
melee attacks against the affected character with a fierce fireball.
 
Use of this spell also decreases damage done to the recipient by 1/8th.
 
NOTE: This spell is defensive in nature, and cannot be casted in combat,
and the duration of this spell is proportional to the caster's level.
~
0 ICESHIELD~
Syntax: cast iceshield
 
This spell covers the caster in a layer of frost and ice, effectively creating
a protective shield around them. This shield consequently retalliates all
melee attacks against the affected character with a chilling, icy blast.
 
Use of this spell also decreases damage done to the recipient by 1/4.
 
NOTE: This spell is defensive in nature, and cannot be casted in combat,
and the duration of this spell is proportional to the caster's level.
~
0 FLAMESTRIKE~
Syntax: cast flamestrike <victim>
 
This spell causes the victim to be engulfed in a large, blazing column of
flame.
~
0 'SHIELD BLOCK' SHIELD BLOCK~
This skill give one a chance to block a blow with their shield
when it is equiped.
~
1 HOLY STRENGTH~
HOLY STRENGTH
 
SYNTAX: cast 'holy strength'
 
This spell modifies strength by 2 and hit/dam rolls.
~
106 ADVM_106~
&BEnergy enters your body and you find yourself floating through mid-air.
Looking around, you sense the presence of many different beings of power,
though all immortal to different extents.  Congratulations, and welcome
to the immortal plane of existance on Eye of the Storm.&w
~
107 ADVM_107~
&REnergies flow into your body, striking you unconscious.  A short
time later (you think) you finally revive.  Oddly though, all is not as it
was before.  Somehow, you can see things in a new light now;  though
everything had lost meaning before, now everything seems to have gained a
new dimension which you could not detect before.&w
~
108 ADVM_108~
You have been promoted to BUILDER level.  (Level 108)
~
109 ADVM_109~
You have been promoted to GOD level.  (Level 109)
~
110 ADVM_110~
&YSuddenly, your mind fogs over.  You can think clearly about nothing,
then... even more rapidly than your thinking fogged over, an idea forms
in your mind.  It is more than any other idea though; somehow, this idea
seems very much more so real than any other you have ever thought
of.  You idea is this... you wish to be able to create nations and lands
and peoples and watch them grow and die and prosper.  Such would be the life
of a creator;  you believed it to be a dream, but as your mind clears, you
realize that your hands and mind and soul are enacting the very dreams of
your deepest wishes.&w
~
111 ADVM_111~
You have been promoted to COUNCIL level.  (Level 111)
~
112 ADVM_112~
You have been promoted to CODER level.  (Level 112)
~
113 ADVM_113~
You have been promoted to STORM LORD level.  (Level 113)
~
105 'DANCING 'LIGHTS'~
Syntax: cast 'dancing lights' <target>
 
 
~
1 'DANCING LIGHTS' DANCING~
Syntax: cast 'dancing lights' <target>
 
When successfully cast, this spell lowers the target's hit roll.  In
addition to this, it also increases the damage done to the victim.
~
0 'HOLY SWORD'~
Syntax: cast 'holy sword' <weapon>
 
This spell permanently increases the target weapon's Hitroll and Damroll
bonuses by filling the weapon with the magical force of the caster's deity.
By enchanting a weapon this way, it makes it useable by classes of a holy
nature only <Clerics and Paladins> due to the holy nature of the spell.
 
NOTE: The effectiveness of this spell is directly proportional to the level
of the caster.
~
1 CANCELLATION~
Syntax: cast cancellation
 
The spell cancellation is a personalized 'dispel magic' spell.  It takes less
mana than 'dispel magic'.  This cancellation spell, removes unwated
magical effects.
 
Note:  Cannot be casted on others, only yourself.
~
1 'FLAME BLADE'~
Syntax: c 'flame blade' <object>
 
Flame blade magically enchants your weapon (if it has not been previously
enchanted).  If your weapon has flame blade casted on it, every few rounds
the weapon will cast a fireball spell.
~
1 AURA 'AURA OF PEACE'~
Syntax: cast 'aura of peace'
 
When cast, this spell protects the caster.  If aura of peace is on, people
cannot attack you.  Unless it is dispelled.
~
1 ALCHEMY~
&WSyntax&w: alchemy <spell>
&w
Alchemy is the ability to create your spells in potions.  You will need to
visit Bandal's Cleric Shop to gain certain items necessary in the process of
making your potions, but be aware that certain spells will either not work
or will backfire almost all of the time.  A backfire on alchemy destroys one
set of alchemy equipment and causes you damage.
&W
Requirements&w:
&z* &WItem&w: Iron Cauldron
&z* &WItem&w: Magical Fire
&z* &WItem&w: Empty Flask &w(&COne PER alchemy potion&w)
&W
See Also&w: SCRIBE
~
1 'SUMMON SWARM'~
Syntax: cast 'summon swarm'
 
When casting summon swarm, a large swarm of insects appear.  They act as
any normal charmed character.  They obey orders, etc.
~
1 'FROST BLADE'~
Syntax: cast 'frost blade' <object>
 
When casted, this spell enchants a weapon magically.  If weapon has been
enchanted by frost blade, it will cast ice storm every few rounds.
The spell will not work, if it has been previously enchanted.
~
1 'SUMMON ANGEL'~
Syntax: cast 'summon angel'
 
When cast, you summon an angel from heaven.  There are a few catches
though.  You can't be evil, for angels do not help evil people.
Other than that, it is pretty simple.
~
1 'SUMMON PACK~
Syntax: cast 'summon pack'
 
When casted, you summon a pack of wolves.  They act just like any other
charm creature.  Take orders, etc.
~
105 BLOAT~
To be bloated... to bloat... to be inflated
~
1 'DARK BLESSING'~
Syntax: cast 'dark blessing'
 
When you recieve a dark blessing, your hp's and dam roll goes up.
~
0 'HOLY FIRES'~
Syntax: cast 'holy fires' <victim>
 
This spell calls upon the power of the caster's deity to engulf the target's
body and soul in a holy inferno, causing massive damage.
~
1 'HOLY STRENGTH'~
Syntax: cast 'holy strength' <target>
 
Holy strength, takes the will and strength of the gods and fuses it into
the target's body.  When this happens, your strength goes up, as does
your dam roll and hit roll.
~
1 'CHAOS FIELD' CHAOS~
Syntax: cast 'chaos field'
 
This spell draws forth the substance of chaos, creating a shield around
the caster's body. This shield consequently retalliates some melee
attacks against the caster by draining the life force of the attacker to
heal the caster.
 
Use of this spell also decreases damage done to the recipient by 1/4.
 
NOTE: This spell is defensive in nature, and cannot be casted in combat,
and the duration of this spell is proportional to the caster's level.
~
1 'TRACK'~
Syntax: track <prey>
 
The track skill, let's you track your prey.  Everytime you enter a room
a message will come up telling you which way your prey is.
~
1 'SUMMON DEMON'~
Syntax: cast 'summon demon'
 
When cast, you summon a demon from the abyss.  The demon acts like any
normal charmed character.  Takes orders, follows you, etc.
~
0 BLADE 'BLADE BARRIER'~
Syntax: cast 'blade barier'
 
This spell causes thousands of razor-sharp blades to spin around the body
of the caster, creating a shield. This shield consequently retalliates all
melee attacks against the caster and severely damages the attacker.
 
Use of this spell also decreases damage done to the recipient by 1/4.
 
NOTE: This spell is defensive in nature, and cannot be casted in combat,
and the duration of this spell is proportional to the caster's level.
~
1 'BIO-ACCELERATION'~
Syntax: cast bio-acceleration
 
When this spells is cast, it accelerates you bios.  This increases your
movement points, and hit points.
~
1 HASTE~
Syntax: cast haste
 
When you cast haste upon your self, you feel much quicker, and more
athletic.  In other words it increases your dexterity.
~
1 ENTANGLE~
Syntax: cast entangle <target>
 
When you entangle your target, they cannot flee.  This is especially good,
when you have a chicken enemy, this way you can kill them.
~
1 'DETECT GOOD'~
Syntax: cast 'detect good'
 
This spell enables the caster to detect good characters, which will
reveal a characteristic blue aura.
~
1 STUN~
Sytnax: stun
 
Stun is a command used in battle to try and stun the other person.  If it
succeeds, the opponent will be stunned.
~
1 METEOR 'METEOR SWARM'~
Syntax: cast 'meteor swarm' <target>
 
Meteor swarm, is another offensive spell.  When you cast it, flaming
meteors fly from your outstretched hand into the target, for lotsa
damage.
~
1 CHAIN 'CHAIN LIGHTNING'~
Syntax: cast 'chain lightning'
 
Chain lightning is an offensive spell, that hits everyone in the room.
For example if there was a goat, dog, and cat in the room.  The electrical
blast would get them all.
~
1 MANA~
Syntax: cast mana <target>
 
A mana spell increase the mana of your target (unless they have full).
But be careful how much you cast this, cause it also lowers your own.
~
1 BLOODBATH~
Syntax: cast bloodbath
 
Bloodbath is a healing spell for vampires.  You need to have two puddles
of blood.  Then you bathe in it.  This restores alot of hit points.
~
1 INCINERATE~
Syntax: cast incinerate <target>
 
This spell sets the victim's body on fire.  Every few rounds, the victim
will recieve damage from this fire.  That is until the fire wears out.
~
1 IRON 'IRON GRIP'~
Syntax: Iron
 
Iron grip, makes you wield your weapon tighter.  So therefore iron grip
modifies your anti-disarm score.
~
1 PUNCH~
Syntax: punch <target>
 
This is another option you have while fighting.  You can try to punch
your opponent, while hitting him with weapon, etc.
~
1 'ENCHANTED SONG'~
Syntax: cast 'enchanted song' <victim>
 
When this spell is succesfully cast, it pacifies yours victim.
~
1 WEB~
Syntax: cast web <target>
 
When you cast web on your target, they cannot flee.  This is especially good,
if your opponent has a tendancey to run, this way you can kill them.
~
1 'MENTAL BLOCK'~
Syntax: cast 'mental barrier'
 
Mental block, provides a mental block around your mind.  If you ahve this
up you cannt be summoned, astral walked to, or any other spell of this
nature.
~
1 BIND 'SPELL BIND'~
Syntax: cast 'spell bind' <item>
 
When you spell bind an item, it will restore charges.  So you would use it
on things, such as wands, staffs, etc.
~
1 PATCH~
Syntax: patch <object>
 
When you patch something, you are trying to repair it, like the
blacksmiths.
~
1 GOODBERRY~
Syntax: cast goodberry <food>
 
Goodberry changes a normal piece of food, into a healing berry.
This berry will heal alot of your hit point's but not stop hunger.
~
0 FINGER~
Syntax:  finger <playername>
 
This shows you information (including last log-on date and time) on the
specified player.
~
0 SHATTER~
&BSyntax: &Wcast shatter <victim>
 
Shatter is an example of a good spell &Pgone too far&W.  It is said
in ancient lore, that the spell shatter was discovered when
a mage was experimenting with the spell 'armor'.  These two spells
both work on basically the same principal.  They both try to harden
the structure of the armor.  But with shatter the armor get so hard,
that the matter just cannot stay together.  This is why the equipment
&P'shatters'&W.
 
&RBeware: &WMost players will get very upset, if this spell is used
upon them.  Because it will leave most somewhat naked.
~
105 SUMMON ANGEL~
Syntax:       cast "summon angel"
Description:  Summons an angel to do your bidding for a short while.
~
0 'STONE SKIN' STONE SKIN~
Syntax:       cast 'stone skin'
Description:  This spell turns the caster's skin to stone
              therby improving the caster's AC by 45.
~
1 'MENTAL DRAIN'~
Syntax: mental
 
When you are fighitng you can mentally drain your opponent.  You have
to be fighting to do this.  Mental drain, does moderate damage.
~
1 THROW~
Syntax: throw <item> <target>
 
By throwing an item at a victim, you start a fight.  The item that is
thrown will do damage to the unfourtunate victim.
~
1 'CHAOS BLADE'~
Syntax: cast 'chaos blade' <weapon>
 
This is another enchant weapon spell.  If successfully cast, the weapon
will unleash raw chaos every few rounds.  Note if the weapon is
already enchanted this will not work.
~
1 'SUMMON TRENT'~
Syntax: cast 'summon trent'
 
When casted, you will summon a trent.  It will act just like any other
charmed creature.  Take orders, etc.
~
1 'CURSE OF NATURE'~
Syntax: cast 'curse of nature' <target>
 
When someone has a curse of nature upon them, their dam roll, hit roll, and
strength all decrease.  So try not to get cursed.
~
1 GOUGE~
Syntax: gouge
 
Gouge is another skill you can use to hurt people while in combat.  It does
moderate damage, but be careful.  You could gouge someone's eye out!!!
~
1 PERMENANCY~
Syntax: cast permenancy <item>
 
Permenancy will put unlimited charges on wands, staffs, etc.
~
1 'TRUE SIGHT'~
Syntax: cast 'true sight'
 
True sight allows you to see through invisible things, such as Dark Invis.
~
1 'SUMMON SHADOW'~
Syntax: cast 'summon shadow'
 
This spell is the opposite of summon angel.  You have to be evil to do it,
and also you have to have lots of blood points to bind the shadow in this
world.
~
1 'PHASE SHIFT'~
Syntax: cast 'phase shift'
 
Phase shift is another invis routine, kinda like Dark invis.  Only a little
bit different.  Try for yourself, enjoy.
~
1 BERSERK~
Syntax: berserk
 
While in a fight, if you go berserk.  Your dam roll, and hit roll go up
and your armour class goes down.
~
1 CIRCLE~
Syntax: circle
 
Circle is another attack.  If you are in battle, and do a successful circle
you will get behind your opponent for another attack.
~
1 FUMBLE~
Syntax: cast fumble <target>
If fumble is successfully cast on someone, it will make them very clumsy.
~
1 CONFUSION~
Syntax: cast confusion <victim>
 
Your target will become very confused.  It will not attack as often,
because of this confusion.
~
1 SCRIBE~
&WSyntax&w: scribe <spell>
&w
Scholars in the arts of sorcery, mages and necromancers alike can scribe,
or write down, the secrets of their spells on paper for others to unlock
these magical powers.  You can find the proper equipment needed for the
process at Jahrem's Scribe Shop in Bethaven.  Be aware though that certain
spells are more likely to backfire than others and a backfire will destroy
one set of scribing equipment and cause you damage.
&W
Requirements&w:
&z*&W Item&w: A quill
&z*&W Item&w: A blank parchment  (&COne PER scribed spell&w)
&z*&W Item&w: A bottle of magical ink  (&COne PER scribed spell&w)
&W
See Also&w: ALCHEMY
~
1 TURN UNDEAD~
TURN UNDEAD
 
Syntax: cast turn >mob<
 
If successful this spell will instantly kill any undead creature.
There is a good chance of the spell failing.
~
1 SUMMON BEAST~
SUMMON BEAST
 
Syntax: cast 'summon beast'
This spell summons a beast to protect the caster.
Obvious, huh?
~
1 MIND PROBE~
MIND PROBE
 
Syntax: cast 'mind probe' player
 
 
This is perhaps the very best spell you can cast to find out another players
stats.  Successfully cast, it will show you thier score just like when
you type score to see your own stats.
 
This spell does not work against mobs.
~
1 PSYCHIC QUAKE~
PSYCHIC QUAKE
 
Syntax: cast 'psychic quake'
This spell unleashes the chaos within your mind to do devastating damage
upon all creatures in the room.
 
~
1 TURN EVIL~
TURN EVIL
 
Syntax: cast 'turn evil' >mob<
 
This spell will severely injure or even kill any creature that is evil.
~
0 'SUMMON ANGEL' SUMMON ANGEL~
Syntax:       cast 'summon angel'
Description:  This spell summons an angel to help the caster for a short while.
~
101 OVARS OVARIABLES~
All obj_progs may use these variables:
  $i, $n, $o, $r, and modifications of these (like $e for $n)
 
prog name     | param type | useable variables
--------------+------------+------------------
get_prog      | percent    | (none)
get_from_prog | percent    | $p
drop_prog     | percent    | (none)
put_prog      | percent    | $p
give_prog     | percent    | $t
fill_prog     | percent    | $p
wear_prog     | percent    | (none)
look_prog     | percent    | (none)
look_in_prog  | percent    | (none)
invoke_prog   | percent    | see below
use_prog      | percent    | see below
cast_prog     | percent    | (none)
cast_sn_prog  | slot       | (none)
join_prog     | percent    | $p
separate_prog | percent    | (none)
buy_prog      | percent    | $t
sell_prog     | percent    | $t
store_prog    | percent    | (none)
retrieve_prog | percent    | (none)
open_prog     | percent    | (none)
close_prog    | percent    | (none)
lock_prog     | percent    | $p
unlock_prog   | percent    | $p
pick_prog     | percent    | (none)
throw_prog    | percent    | (none)
rand_prog     | percent    | (none)
 
Note: rand_prog does *NOT* have a $n variable available.
for invoke_prog, variables are determined by type
  Type 1 (ObjLoad): $p
  Type 2 (MobLoad): $t
  Type 3 (Transfer): (none)
  Type 4 (ObjMorph): $p - $o is original object, $p is new object
  Type 5 (Spell): Same as for use_prog
 
For use_prog, variables are determined by spell target
  Target Offensive (Attack): $t
  Target Defensive (Shield): $t
  Target Self (Personal): (none)
  Target Object: $p
  Target Ignore (Out of room; eg: Astral Walk): (none)
~
101 RVARS RVARIABLES~
All room_progs may use the following variables:
  $i, $n, $r, and modifications of these (like $e for $n)
 
prog name    | param type | useable variables
-------------+------------+------------------
enter_prog   | percent    | (none)
exit_prog    | percent    | (none)
pass_prog    | percent    | (none)
cast_prog    | percent    | (none)
cast_sn_prog | slot       | see below
sleep_prog   | percent    | (none)
wake_prog    | percent    | (none)
rest_prog    | percent    | (none)
death_prog   | percent    | (none)
time_prog    | hour       | (none)
rand_prog    | percent    | (none)
 
Note: rand_prog and time_prog do *NOT* have a $n variable available.
 
For cast_sn_prog, variables are determined by spell target
  Target Offensive (Attack): $t
  Target Defensive (Shield): $t
  Target Self (Personal): (none)
  Target Object: $o
  Target Ignore (Out of room; eg: Astral Walk): (none)
~
105 EVARS EVARIABLES~
All exit_progs may use the following variables:
  $i, $n, $r, and modifications of these (like $e for $n)
 
prog name   | param type | useable variables
------------+------------+------------------
enter_prog  | percent    | (none)
exit_prog   | percent    | (none)
pass_prog   | percent    | (none)
look_prog   | percent    | (none)
scry_prog   | percent    | (none)
open_prog   | percent    | (none)
close_prog  | percent    | (none)
lock_prog   | percent    | $o
unlock_prog | percent    | $o
pick_prog   | percent    | (none)
~
105 PARAMTYPES PTYPES~
All x_progs are triggered by certain actions, and then are passed through
a check to see if the trigger is activated.  There are various types
of parameters based on these checks, which are compared to the information
received by the game driver.
 
Percent Parameters:
  These are the most common kind of checks.  The parameter is a number
between 0 and 100, 0 meaning the trigger will never activate, and 100
meaning the trigger will activated every time it is called.
 
Word Parameters:
  These parameters may be specified in one of two ways: As a word list or
as a phrase.  As a word list, each word of the parameter is check against
each word of the incoming data, and if any of the words match, the trigger
will be activated.  A phrase parameter starts off with the letter 'p' as
the first word, followed by the phrase to be compared.  In a phrase, all
words compared much match (excluding the initial 'p').
 
Slot Parameters:
  These indicate a spell slot.  Spell slots may be found by using the
'slookup' command.  Be careful to use the SLOT and not the SN, as they
are two different numbers, used for different purposes.
 
Hour Parameters:
  This type takes two arguments: The starting hour and the finishing
hour.  These are called every game hour, and if the time is between the
two numbers, the trigger will activate.  Numbers must be in 24 hour format,
and may wrap around midnight.  (ie: '20 8' would activate every hour between
8:00pm and 8:00am, game time, every game night.)
 
Hitpoints Parameters:
  The parameters for this trigger is a number between 0 and 100, indicating
the percentage of hitpoints the mob has from its max hitpoints.  The trigger
is activated when the mobile's hitpoints to max hitpoints percentage fall
below the specified percentage.
 
